"YEAR","WEEK","CATEGORY","BRAND","SKU_NAME","COGS_PER_PIECE"
"2","21","Books","Heracles Print","Magic Tree House","32"
"2","24","Books","Heracles Print","Captain Underpants","18"
"2","7","Books","Baccus, Apollo & Rosenkatz","Musashi","11.4"
"2","10","Appliances","Edison, Tesla & Co","pressure cooker","202"
"2","12","Books","Baccus, Apollo & Rosenkatz","Eye of the Needle","36"
"1","35","Books","Venus and Sons","Charlotte's Web","18"
"1","37","Books","Heracles Print","Harry Potter and the Half-Blood Prince","22.5"
"1","38","Books","Venus and Sons","Jonathan Livingston Seagull","27"
"1","25","Appliances","Kolben, Daněk","slow cooker","99"
"1","36","Books","Baccus, Apollo & Rosenkatz","The Women's Room","19"
"1","40","Books","Baccus, Apollo & Rosenkatz","Your Erroneous Zones","22.5"
"1","39","Books","Venus and Sons","Flowers in the Attic","22.5"
"1","38","Books","Baccus, Apollo & Rosenkatz","The Women's Room","19"
"1","38","Books","Baccus, Apollo & Rosenkatz","Peter Rabbit","22.5"
"1","37","Books","Baccus, Apollo & Rosenkatz","The Neverending Story","22.5"
"1","38","Books","Prometheus Publishing","The Front Runner","16"
"1","43","Appliances","Kolben, Daněk","convection heater","48"
"1","44","Books","Prometheus Publishing","The Revolt of Mamie Stover","16"
"1","45","Books","Baccus, Apollo & Rosenkatz","Musashi","11.4"
"1","45","Appliances","Savvy Machines","beverage opener","101"
"1","45","Appliances","Kolben, Daněk","fire pot","480"
"1","46","Books","Baccus, Apollo & Rosenkatz","The Neverending Story","22.5"
"1","46","Books","Baccus, Apollo & Rosenkatz","Clifford the Big Red Dog","24"
"1","50","Books","Baccus, Apollo & Rosenkatz","The Vampire Chronicles","20"
"1","51","Appliances","Kolben, Daněk","oven","50"
"1","52","Books","Prometheus Publishing","The Hunger Games","36"
"1","38","Books","Baccus, Apollo & Rosenkatz","Musashi","11.4"
"1","49","Books","Baccus, Apollo & Rosenkatz","The Bermuda Triangle","36"
"2","1","Books","Baccus, Apollo & Rosenkatz","Shōgun","20"
"2","1","Books","Baccus, Apollo & Rosenkatz","Eye of the Needle","36"
"2","3","Appliances","Savvy Machines","radiator","100"
"1","41","Appliances","Edison, Tesla & Co","microwave oven","96"
"1","40","Books","Heracles Print","Magic Tree House","32"
"1","40","Books","Heracles Print","Long Walk to Freedom","14.25"
"1","45","Appliances","Edison, Tesla & Co","embroidery machine","48"
"1","43","Appliances","Edison, Tesla & Co","pneumatic vacuum","57.6"
"1","46","Books","Venus and Sons","The Hitchhiker's Guide to the Galaxy","20"
"1","48","Appliances","Kolben, Daněk","air conditioner","101"
"1","50","Books","Heracles Print","Love Story","9.6"
"1","50","Books","Heracles Print","The 7 Habits of Highly Effective People","19"
"1","43","Books","Baccus, Apollo & Rosenkatz","The Bermuda Triangle","36"
"1","51","Books","Venus and Sons","Gone Girl","18"
"1","50","Books","Heracles Print","A Song of Ice and Fire","18"
"1","51","Appliances","International Kitchen Machines","attic fan","202"
"2","4","Books","Venus and Sons","How the Steel Was Tempered","9.6"
"2","4","Books","Heracles Print","The Common Sense Book of Baby and Child Care","11.4"
"2","4","Appliances","Edison, Tesla & Co","instant hot water dispenser","500"
"2","1","Books","Heracles Print","Miffy","23.75"
"2","1","Appliances","Savvy Machines","panini sandwich grill","100"
"2","2","Books","Venus and Sons","The Gruffalo","19"
"2","3","Appliances","Edison, Tesla & Co","rotisserie","510"
"2","2","Books","Heracles Print","Black Beauty","11.4"
"2","2","Books","Heracles Print","The Fault in Our Stars","22.5"
"2","4","Books","Venus and Sons","Harry Potter and the Philosopher's Stone","18"
"2","1","Books","Heracles Print","The Fault in Our Stars","22.5"
"2","2","Appliances","Kolben, Daněk","dehumidifier","200"
"2","4","Books","Venus and Sons","Berenstain Bears","19"
"2","6","Books","Venus and Sons","The Shadow of the Wind","20"
"2","7","Books","Prometheus Publishing","Frank Merriwell","36"
"2","7","Appliances","International Kitchen Machines","coffeemaker","495"
"2","9","Books","Prometheus Publishing","The Godfather","16"
"1","40","Books","Prometheus Publishing","The Poky Little Puppy","16"
"1","41","Books","Prometheus Publishing","The Revolt of Mamie Stover","16"
"1","41","Books","Venus and Sons","The Cat in the Hat","9.6"
"1","30","Appliances","Edison, Tesla & Co","rice polisher","100"
"1","46","Books","Baccus, Apollo & Rosenkatz","Shōgun","20"
"1","47","Books","Prometheus Publishing","Perfume","19"
"1","50","Books","Prometheus Publishing","The Pillars of the Earth","18"
"2","1","Books","Baccus, Apollo & Rosenkatz","A Series of Unfortunate Events","19"
"1","40","Books","Prometheus Publishing","The Wheel of Time","32"
"1","47","Books","Prometheus Publishing","The Adventures of Pinocchio","18"
"1","42","Books","Baccus, Apollo & Rosenkatz","The Alchemist","12"
"1","38","Appliances","International Kitchen Machines","coffeemaker","495"
"1","39","Books","Heracles Print","Harry Potter and the Half-Blood Prince","22.5"
"1","43","Books","Heracles Print","Tarzan","18"
"2","3","Appliances","International Kitchen Machines","icebox","102"
"2","1","Appliances","Kolben, Daněk","convection heater","48"
"2","3","Books","Prometheus Publishing","What to Expect When You're Expecting","32"
"2","4","Books","Heracles Print","Fear of Flying","36"
"1","46","Appliances","Kolben, Daněk","convection heater","48"
"1","40","Appliances","Edison, Tesla & Co","back boiler","101"
"1","41","Books","Venus and Sons","Charlotte's Web","18"
"1","41","Appliances","International Kitchen Machines","coffeemaker","495"
"1","41","Books","Heracles Print","Miffy","23.75"
"1","37","Appliances","International Kitchen Machines","crepe maker","60"
"1","42","Appliances","International Kitchen Machines","crepe maker","60"
"1","43","Books","Venus and Sons","OSS 117","22.5"
"1","45","Books","Heracles Print","Tarzan","18"
"1","43","Books","Venus and Sons","Nineteen Eighty-Four","13.5"
"1","43","Appliances","International Kitchen Machines","crepe maker","60"
"1","47","Books","Venus and Sons","The Cat in the Hat","9.6"
"1","43","Books","Heracles Print","Gone with the Wind","28.5"
"1","44","Appliances","Edison, Tesla & Co","combo washer dryer","102"
"1","45","Books","Venus and Sons","Nineteen Eighty-Four","13.5"
"1","48","Appliances","International Kitchen Machines","food steamer","500"
"1","49","Books","Venus and Sons","Kon-Tiki: Across the Pacific in a Raft","18"
"1","49","Appliances","Edison, Tesla & Co","set-n-forget cooker","60"
"1","48","Books","Heracles Print","Pride and Prejudice","27"
"1","48","Appliances","Savvy Machines","dishwasher","48"
"1","51","Books","Venus and Sons","Harry Potter and the Philosopher's Stone","18"
"1","49","Books","Venus and Sons","The Joy of Sex","9.6"
"1","51","Appliances","Savvy Machines","oil heater","58.8"
"1","52","Books","Venus and Sons","The Cat in the Hat","9.6"
"2","1","Books","Venus and Sons","Interpreter of Maladies","13.5"
"2","4","Appliances","Edison, Tesla & Co","butane torch","100"
"2","1","Books","Baccus, Apollo & Rosenkatz","The Magic School Bus","20"
"2","2","Books","Prometheus Publishing","Things Fall Apart","23.75"
"2","4","Books","Venus and Sons","Jonathan Livingston Seagull","27"
"1","52","Appliances","International Kitchen Machines","kitchener range","495"
"2","1","Books","Baccus, Apollo & Rosenkatz","Twilight","18"
"2","2","Appliances","Savvy Machines","electric cooker","60"
"2","4","Appliances","Edison, Tesla & Co","microwave oven","96"
"2","4","Books","Baccus, Apollo & Rosenkatz","The Hunger Games","19"
"2","6","Books","Heracles Print","Think and Grow Rich","20"
"2","8","Books","Prometheus Publishing","Watership Down","10.8"
"1","47","Appliances","Savvy Machines","convection microwave","49"
"2","1","Books","Heracles Print","Perry Mason","27"
"2","8","Books","Venus and Sons","Charlotte's Web","18"
"2","4","Books","Heracles Print","The Power of Positive Thinking","16"
"2","5","Appliances","Edison, Tesla & Co","self-cleaning oven","59.4"
"2","5","Appliances","International Kitchen Machines","kitchener range","495"
"1","41","Books","Venus and Sons","Harry Potter and the Goblet of Fire","18"
"1","41","Books","Heracles Print","The Tale of Peter Rabbit","36"
"1","38","Appliances","International Kitchen Machines","central vacuum cleaner","198"
"1","45","Appliances","International Kitchen Machines","can opener","500"
"1","42","Appliances","International Kitchen Machines","food steamer","500"
"1","45","Books","Heracles Print","Goosebumps","13.5"
"1","47","Books","Heracles Print","The Common Sense Book of Baby and Child Care","11.4"
"1","48","Books","Venus and Sons","OSS 117","22.5"
"1","48","Books","Baccus, Apollo & Rosenkatz","Vardi Wala Gunda","20"
"1","48","Books","Baccus, Apollo & Rosenkatz","The Chronicles of Narnia","16"
"1","50","Books","Venus and Sons","Santa Evita","36"
"1","52","Books","Venus and Sons","Dune","23.75"
"2","1","Books","Heracles Print","The Horse Whisperer","12"
"2","1","Books","Venus and Sons","The Eagle Has Landed","22.5"
"2","3","Books","Heracles Print","The Fault in Our Stars","22.5"
"2","4","Books","Baccus, Apollo & Rosenkatz","To Kill a Mockingbird","18"
"2","5","Books","Venus and Sons","Fear Street","27"
"2","4","Books","Heracles Print","Follow Your Heart","13.5"
"2","5","Books","Heracles Print","Tarzan","18"
"2","5","Appliances","Edison, Tesla & Co","set-n-forget cooker","60"
"1","40","Books","Baccus, Apollo & Rosenkatz","Wolf Totem","11.4"
"1","41","Books","Heracles Print","Black Beauty","11.4"
"1","41","Books","Heracles Print","Life After Life","19"
"1","45","Books","Heracles Print","God's Little Acre","10.8"
"1","47","Books","Venus and Sons","The Diary of Anne Frank","13.5"
"1","44","Books","Venus and Sons","The Secret Diary of Adrian Mole, Aged 13¾","11.4"
"1","51","Appliances","Edison, Tesla & Co","combo washer dryer","102"
"1","47","Books","Heracles Print","Captain Underpants","18"
"1","48","Appliances","Edison, Tesla & Co","ceiling fan","480"
"1","51","Appliances","International Kitchen Machines","earth oven","200"
"1","50","Appliances","Savvy Machines","clothes iron","500"
"1","51","Appliances","Edison, Tesla & Co","air ioniser","495"
"1","52","Appliances","Edison, Tesla & Co","microwave oven","96"
"2","3","Books","Heracles Print","Winnie-the-Pooh","18"
"1","52","Appliances","Savvy Machines","boiler","490"
"2","3","Books","Prometheus Publishing","The Hunger Games","36"
"2","2","Books","Heracles Print","The Horse Whisperer","12"
"2","4","Books","Baccus, Apollo & Rosenkatz","Adventures of Huckleberry Finn","32"
"2","4","Appliances","Edison, Tesla & Co","reflector oven","59.4"
"2","5","Books","Heracles Print","The 7 Habits of Highly Effective People","19"
"2","7","Books","Prometheus Publishing","Knowledge-value Revolution","22.5"
"2","7","Books","Venus and Sons","How the Steel Was Tempered","9.6"
"2","7","Books","Baccus, Apollo & Rosenkatz","All Quiet on the Western Front","24"
"2","7","Books","Heracles Print","The Bobbsey Twins","16"
"1","52","Appliances","Savvy Machines","beehive oven","50"
"2","4","Books","Prometheus Publishing","Harry Potter and the Order of the Phoenix","38"
"2","8","Books","Prometheus Publishing","How to Win Friends and Influence People","18"
"2","8","Appliances","Edison, Tesla & Co","air fryer","99"
"2","5","Books","Heracles Print","Magic Tree House","32"
"2","1","Books","Heracles Print","The Tale of Peter Rabbit","36"
"2","1","Books","Venus and Sons","OSS 117","22.5"
"2","6","Books","Venus and Sons","Thomas the Tank Engine","36"
"2","9","Appliances","Savvy Machines","panini sandwich grill","100"
"1","52","Appliances","Kolben, Daněk","clothes dryer","61.2"
"2","5","Appliances","International Kitchen Machines","attic fan","202"
"1","47","Appliances","Edison, Tesla & Co","air fryer","99"
"1","48","Books","Venus and Sons","Fear Street","27"
"1","51","Appliances","Savvy Machines","halogen oven","68.6"
"2","5","Books","Heracles Print","Harry Potter and the Half-Blood Prince","22.5"
"1","40","Books","Venus and Sons","The Celestine Prophecy","38"
"1","51","Books","Heracles Print","The Fault in Our Stars","22.5"
"2","3","Appliances","Edison, Tesla & Co","ceiling fan","480"
"2","2","Books","Baccus, Apollo & Rosenkatz","The Women's Room","19"
"2","7","Books","Venus and Sons","Harry Potter and the Philosopher's Stone","18"
"2","5","Books","Heracles Print","Long Walk to Freedom","14.25"
"1","52","Books","Venus and Sons","Harry Potter and the Deathly Hallows","16"
"2","6","Books","Venus and Sons","Nineteen Eighty-Four","13.5"
"2","6","Books","Heracles Print","The Help","20"
"2","8","Books","Venus and Sons","Fear Street","27"
"2","5","Books","Baccus, Apollo & Rosenkatz","All Quiet on the Western Front","24"
"2","5","Appliances","Edison, Tesla & Co","pneumatic vacuum","57.6"
"2","9","Books","Venus and Sons","Dune","23.75"
"2","10","Books","Prometheus Publishing","Jaws","16"
"2","5","Books","Baccus, Apollo & Rosenkatz","Musashi","11.4"
"2","6","Books","Baccus, Apollo & Rosenkatz","San-Antonio","12"
"2","6","Appliances","Edison, Tesla & Co","pressure cooker","202"
"2","7","Books","Prometheus Publishing","Animal Farm","24"
"2","11","Books","Prometheus Publishing","The Revolt of Mamie Stover","16"
"2","11","Appliances","International Kitchen Machines","mousetrap","69.3"
"2","12","Books","Baccus, Apollo & Rosenkatz","Heidi's Years of Learning and Travel","23.75"
"2","12","Books","Heracles Print","Love You Forever","10.8"
"2","12","Appliances","Savvy Machines","beehive oven","50"
"2","13","Books","Venus and Sons","The Joy of Sex","9.6"
"2","14","Books","Venus and Sons","Fifty Shades","28.5"
"2","5","Books","Baccus, Apollo & Rosenkatz","The Girl on the Train","18"
"2","7","Books","Prometheus Publishing","The Lost Symbol","19"
"2","7","Books","Prometheus Publishing","The Naked Ape","12"
"2","7","Books","Prometheus Publishing","Problems in China's Socialist Economy","18"
"2","7","Books","Prometheus Publishing","Little House on the Prairie","12"
"2","8","Appliances","Savvy Machines","beverage opener","101"
"2","8","Appliances","Savvy Machines","halogen oven","68.6"
"2","9","Books","Prometheus Publishing","The Naked Ape","12"
"2","9","Books","Prometheus Publishing","Robert Langdon","22.5"
"2","9","Books","Prometheus Publishing","Frank Merriwell","36"
"2","9","Appliances","Savvy Machines","fan heater","50"
"2","9","Appliances","Savvy Machines","halogen oven","68.6"
"2","10","Books","Baccus, Apollo & Rosenkatz","Valley of the Dolls","22.5"
"2","10","Books","Baccus, Apollo & Rosenkatz","James Bond","32"
"2","10","Appliances","Savvy Machines","energy regulator","70"
"2","11","Books","Baccus, Apollo & Rosenkatz","The Exorcist","24"
"2","11","Books","Baccus, Apollo & Rosenkatz","Clifford the Big Red Dog","24"
"2","11","Books","Baccus, Apollo & Rosenkatz","The Chronicles of Narnia","16"
"2","11","Appliances","Savvy Machines","fan heater","50"
"2","11","Appliances","Savvy Machines","sewing machine","96"
"2","11","Appliances","Kolben, Daněk","compactor","69.3"
"2","12","Appliances","Savvy Machines","panini sandwich grill","100"
"2","13","Books","Baccus, Apollo & Rosenkatz","Goodnight Moon","20"
"2","14","Books","Baccus, Apollo & Rosenkatz","To Kill a Mockingbird","18"
"2","14","Books","Baccus, Apollo & Rosenkatz","Who Moved My Cheese?","16"
"2","14","Books","Baccus, Apollo & Rosenkatz","Goodnight Moon","20"
"2","14","Books","Baccus, Apollo & Rosenkatz","Diary of a Wimpy Kid","19"
"2","14","Appliances","Savvy Machines","bread machine","98"
"2","14","Appliances","Savvy Machines","dishwasher","48"
"2","14","Appliances","Kolben, Daněk","fire pot","480"
"2","15","Books","Baccus, Apollo & Rosenkatz","The Grapes of Wrath","13.5"
"2","15","Appliances","Kolben, Daněk","pressure fryer","60"
"2","4","Books","Prometheus Publishing","Where the Wild Things Are","32"
"2","6","Books","Prometheus Publishing","The Wind in the Willows","9.6"
"2","6","Books","Prometheus Publishing","The Good Soldier Švejk","18"
"2","9","Books","Baccus, Apollo & Rosenkatz","Heidi's Years of Learning and Travel","23.75"
"2","9","Books","Baccus, Apollo & Rosenkatz","The Grapes of Wrath","13.5"
"2","10","Books","Prometheus Publishing","How to Win Friends and Influence People","18"
"2","11","Books","Prometheus Publishing","The Adventures of Pinocchio","18"
"2","12","Books","Baccus, Apollo & Rosenkatz","Your Erroneous Zones","22.5"
"2","16","Books","Baccus, Apollo & Rosenkatz","What Color is Your Parachute?","12"
"2","16","Books","Baccus, Apollo & Rosenkatz","Martine","14.25"
"2","17","Books","Baccus, Apollo & Rosenkatz","The Vampire Chronicles","20"
"2","17","Books","Baccus, Apollo & Rosenkatz","The Magic School Bus","20"
"2","17","Appliances","Kolben, Daněk","refrigerator","69.3"
"2","18","Books","Baccus, Apollo & Rosenkatz","The Da Vinci Code","16"
"2","18","Books","Baccus, Apollo & Rosenkatz","The Ginger Man","36"
"2","18","Books","Baccus, Apollo & Rosenkatz","San-Antonio","12"
"2","18","Appliances","Savvy Machines","kimchi refrigerator","500"
"2","19","Books","Prometheus Publishing","The Catcher in the Rye","14.25"
"2","19","Books","Prometheus Publishing","Kane and Abel","18"
"2","19","Books","Prometheus Publishing","The Godfather","16"
"2","19","Books","Prometheus Publishing","Knowledge-value Revolution","22.5"
"2","19","Books","Prometheus Publishing","The Front Runner","16"
"2","19","Books","Baccus, Apollo & Rosenkatz","To Kill a Mockingbird","18"
"2","19","Books","Baccus, Apollo & Rosenkatz","Valley of the Dolls","22.5"
"2","19","Books","Baccus, Apollo & Rosenkatz","Who Moved My Cheese?","16"
"2","19","Books","Baccus, Apollo & Rosenkatz","All Quiet on the Western Front","24"
"2","19","Books","Baccus, Apollo & Rosenkatz","Martine","14.25"
"2","19","Appliances","Kolben, Daněk","convection oven","100"
"2","20","Books","Prometheus Publishing","Robert Langdon","22.5"
"2","21","Books","Prometheus Publishing","Harry Potter and the Order of the Phoenix","38"
"2","21","Books","Prometheus Publishing","The Name of the Rose","28.5"
"2","21","Books","Prometheus Publishing","The Front Runner","16"
"2","22","Books","Prometheus Publishing","War and Peace","14.25"
"2","22","Books","Prometheus Publishing","Animal Farm","24"
"2","22","Books","Prometheus Publishing","What to Expect When You're Expecting","32"
"2","22","Books","Prometheus Publishing","The Giver","19"
"2","23","Books","Baccus, Apollo & Rosenkatz","Heidi's Years of Learning and Travel","23.75"
"2","23","Appliances","Savvy Machines","hair dryer","510"
"2","24","Books","Prometheus Publishing","And Then There Were None","22.5"
"2","24","Books","Prometheus Publishing","The Shack","11.4"
"2","24","Books","Prometheus Publishing","No Longer Human","18"
"2","24","Books","Baccus, Apollo & Rosenkatz","Harry Potter and the Chamber of Secrets","18"
"2","24","Books","Baccus, Apollo & Rosenkatz","To Kill a Mockingbird","18"
"2","25","Books","Prometheus Publishing","War and Peace","14.25"
"2","25","Books","Prometheus Publishing","Uncle Styopa","36"
"2","25","Books","Prometheus Publishing","Things Fall Apart","23.75"
"2","26","Books","Prometheus Publishing","The Shack","11.4"
"2","26","Books","Baccus, Apollo & Rosenkatz","The Bridges of Madison County","9.6"
"2","26","Books","Baccus, Apollo & Rosenkatz","Peter Rabbit","22.5"
"2","26","Books","Baccus, Apollo & Rosenkatz","Geronimo Stilton","24"
"2","26","Appliances","Savvy Machines","radiator","100"
"2","28","Books","Baccus, Apollo & Rosenkatz","One Hundred Years of Solitude","13.5"
"2","28","Books","Baccus, Apollo & Rosenkatz","The Exorcist","24"
"2","28","Appliances","Savvy Machines","radiator","100"
"2","29","Books","Baccus, Apollo & Rosenkatz","Anne of Green Gables","22.5"
"2","29","Books","Baccus, Apollo & Rosenkatz","Who Moved My Cheese?","16"
"2","29","Books","Baccus, Apollo & Rosenkatz","The Girl on the Train","18"
"2","29","Books","Baccus, Apollo & Rosenkatz","Diary of a Wimpy Kid","19"
"2","31","Appliances","Savvy Machines","panini sandwich grill","100"
"2","33","Books","Baccus, Apollo & Rosenkatz","Heidi's Years of Learning and Travel","23.75"
"2","33","Books","Baccus, Apollo & Rosenkatz","To Kill a Mockingbird","18"
"2","33","Books","Baccus, Apollo & Rosenkatz","The Baby-sitters Club","18"
"2","34","Books","Prometheus Publishing","What to Expect When You're Expecting","32"
"2","34","Books","Prometheus Publishing","Peyton Place","22.5"
"2","34","Books","Prometheus Publishing","Problems in China's Socialist Economy","18"
"2","35","Books","Baccus, Apollo & Rosenkatz","The Exorcist","24"
"2","35","Books","Baccus, Apollo & Rosenkatz","Eye of the Needle","36"
"2","36","Appliances","Savvy Machines","energy regulator","70"
"2","38","Books","Prometheus Publishing","The Very Hungry Caterpillar","23.75"
"2","38","Books","Prometheus Publishing","The Girl with the Dragon Tattoo","27"
"2","38","Books","Prometheus Publishing","The Shack","11.4"
"2","38","Books","Prometheus Publishing","Charlie and the Chocolate Factory","24"
"2","38","Books","Prometheus Publishing","The Naked Ape","12"
"2","38","Appliances","Kolben, Daněk","slow cooker","99"
"2","39","Books","Prometheus Publishing","The Poky Little Puppy","16"
"2","39","Books","Baccus, Apollo & Rosenkatz","Musashi","11.4"
"2","39","Books","Baccus, Apollo & Rosenkatz","The Magic School Bus","20"
"2","40","Appliances","Savvy Machines","sewing machine","96"
"2","41","Books","Prometheus Publishing","Virgin Soil Upturned","20"
"2","41","Books","Baccus, Apollo & Rosenkatz","Anne of Green Gables","22.5"
"2","42","Books","Prometheus Publishing","Watership Down","10.8"
"2","42","Books","Prometheus Publishing","Angels & Demons","10.8"
"2","42","Books","Prometheus Publishing","Me Before You","9.6"
"2","42","Books","Prometheus Publishing","The Hunger Games","36"
"2","42","Books","Baccus, Apollo & Rosenkatz","Dream of the Red Chamber","18"
"2","42","Books","Baccus, Apollo & Rosenkatz","The Hunger Games","19"
"2","42","Books","Baccus, Apollo & Rosenkatz","Clifford the Big Red Dog","24"
"2","44","Books","Prometheus Publishing","She: A History of Adventure","36"
"2","44","Books","Prometheus Publishing","Jaws","16"
"2","44","Books","Prometheus Publishing","The Naked Ape","12"
"2","44","Books","Prometheus Publishing","Tuesdays with Morrie","16"
"2","44","Books","Prometheus Publishing","The Giver","19"
"2","44","Books","Prometheus Publishing","Little House on the Prairie","12"
"2","44","Books","Baccus, Apollo & Rosenkatz","Mockingjay","23.75"
"2","44","Books","Baccus, Apollo & Rosenkatz","Goodnight Moon","20"
"2","44","Books","Baccus, Apollo & Rosenkatz","The Grapes of Wrath","13.5"
"2","44","Books","Baccus, Apollo & Rosenkatz","What Color is Your Parachute?","12"
"2","44","Appliances","Kolben, Daněk","fire pot","480"
"2","44","Appliances","Kolben, Daněk","slow cooker","99"
"2","7","Appliances","Edison, Tesla & Co","back boiler","101"
"2","1","Books","Heracles Print","Chicken Soup for the Soul","22.5"
"2","5","Appliances","Kolben, Daněk","convection oven","100"
"2","7","Books","Baccus, Apollo & Rosenkatz","The Secret","32"
"2","19","Books","Prometheus Publishing","Problems in China's Socialist Economy","18"
"2","20","Books","Prometheus Publishing","Harry Potter and the Prisoner of Azkaban","9.6"
"2","23","Books","Baccus, Apollo & Rosenkatz","Martine","14.25"
"2","24","Books","Baccus, Apollo & Rosenkatz","Twilight","18"
"2","26","Appliances","Kolben, Daněk","convection oven","100"
"2","32","Appliances","Kolben, Daněk","pressure fryer","60"
"1","52","Appliances","Savvy Machines","electric cooker","60"
"2","2","Books","Baccus, Apollo & Rosenkatz","Vardi Wala Gunda","20"
"2","2","Books","Baccus, Apollo & Rosenkatz","Clifford the Big Red Dog","24"
"2","8","Books","Prometheus Publishing","No Longer Human","18"
"2","8","Books","Baccus, Apollo & Rosenkatz","Mockingjay","23.75"
"2","8","Books","Baccus, Apollo & Rosenkatz","Geronimo Stilton","24"
"2","22","Books","Baccus, Apollo & Rosenkatz","The Ginger Man","36"
"2","24","Appliances","Savvy Machines","corn roaster","48"
"2","27","Books","Baccus, Apollo & Rosenkatz","One Hundred Years of Solitude","13.5"
"2","27","Books","Baccus, Apollo & Rosenkatz","The Secret","32"
"2","10","Books","Prometheus Publishing","The Young Guard","11.4"
"2","18","Books","Baccus, Apollo & Rosenkatz","The Alchemist","12"
"2","19","Books","Prometheus Publishing","Jaws","16"
"2","24","Books","Baccus, Apollo & Rosenkatz","The Da Vinci Code","16"
"2","26","Appliances","Savvy Machines","fireplace toaster","70"
"2","33","Books","Baccus, Apollo & Rosenkatz","A Series of Unfortunate Events","19"
"2","35","Books","Baccus, Apollo & Rosenkatz","The Secret","32"
"2","39","Books","Prometheus Publishing","Guess How Much I Love You","14.25"
"2","41","Books","Baccus, Apollo & Rosenkatz","The Vampire Chronicles","20"
"2","42","Books","Prometheus Publishing","The Front Runner","16"
"2","4","Books","Baccus, Apollo & Rosenkatz","Anne of Green Gables","22.5"
"2","8","Books","Baccus, Apollo & Rosenkatz","The Hunger Games","19"
"2","30","Books","Baccus, Apollo & Rosenkatz","Night","9.6"
"2","39","Appliances","Savvy Machines","boiler","490"
"2","42","Appliances","Savvy Machines","fireplace toaster","70"
"2","10","Appliances","Edison, Tesla & Co","self-cleaning oven","59.4"
"2","12","Books","Venus and Sons","Pippi Longstocking","18"
"2","12","Books","Heracles Print","Magic Tree House","32"
"2","13","Appliances","International Kitchen Machines","kitchener range","495"
"2","14","Books","Venus and Sons","The Kite Runner","22.5"
"2","10","Books","Venus and Sons","Kon-Tiki: Across the Pacific in a Raft","18"
"2","10","Books","Baccus, Apollo & Rosenkatz","The Ginger Man","36"
"2","10","Appliances","Edison, Tesla & Co","butane torch","100"
"2","12","Books","Heracles Print","The Lovely Bones","19"
"2","13","Books","Prometheus Publishing","The Adventures of Pinocchio","18"
"2","13","Books","Prometheus Publishing","You Can Heal Your Life","20"
"2","14","Books","Venus and Sons","Interpreter of Maladies","13.5"
"2","14","Books","Venus and Sons","Thomas the Tank Engine","36"
"2","14","Books","Baccus, Apollo & Rosenkatz","Heidi's Years of Learning and Travel","23.75"
"2","10","Books","Heracles Print","Alex Cross","10.8"
"2","14","Appliances","Kolben, Daněk","dehumidifier","200"
"2","15","Books","Baccus, Apollo & Rosenkatz","Harry Potter and the Chamber of Secrets","18"
"2","15","Appliances","Edison, Tesla & Co","instant hot water dispenser","500"
"2","17","Books","Prometheus Publishing","The Happy Hooker: My Own Story","20"
"2","18","Appliances","Edison, Tesla & Co","espresso machine","71.4"
"2","17","Appliances","Kolben, Daněk","clothes dryer","61.2"
"2","18","Books","Heracles Print","The Lovely Bones","19"
"2","19","Books","Venus and Sons","Fifty Shades","28.5"
"2","19","Appliances","Savvy Machines","beehive oven","50"
"3","28","Appliances","Savvy Machines","convection microwave","49"
"3","29","Books","Baccus, Apollo & Rosenkatz","Dream of the Red Chamber","18"
"3","29","Books","Baccus, Apollo & Rosenkatz","The Hunger Games","19"
"3","29","Books","Baccus, Apollo & Rosenkatz","Clifford the Big Red Dog","24"
"3","29","Appliances","Savvy Machines","radiator","100"
"2","24","Books","Heracles Print","Pride and Prejudice","27"
"2","35","Appliances","International Kitchen Machines","deep fryer","100"
"2","43","Books","Heracles Print","The Tale of Peter Rabbit","36"
"2","43","Books","Heracles Print","Left Behind","12"
"1","52","Appliances","International Kitchen Machines","icebox","102"
"2","28","Books","Heracles Print","Love You Forever","10.8"
"2","41","Books","Heracles Print","The Hardy Boys","20"
"2","1","Appliances","Edison, Tesla & Co","robotic vacuum cleaner","70"
"2","12","Books","Venus and Sons","Harry Potter and the Philosopher's Stone","18"
"2","13","Books","Venus and Sons","Millennium","19"
"2","20","Books","Venus and Sons","Man's Search for Meaning","27"
"2","20","Appliances","Edison, Tesla & Co","rice polisher","100"
"2","28","Books","Venus and Sons","Catching Fire","12"
"2","28","Books","Venus and Sons","OSS 117","22.5"
"2","35","Appliances","Edison, Tesla & Co","rice polisher","100"
"2","13","Appliances","Edison, Tesla & Co","pressure cooker","202"
"2","30","Books","Venus and Sons","Santa Evita","36"
"2","33","Appliances","Edison, Tesla & Co","rice polisher","100"
"2","40","Books","Venus and Sons","The Eagle Has Landed","22.5"
"2","43","Books","Venus and Sons","The Old Man and the Sea","19"
"2","43","Books","Prometheus Publishing","The Poky Little Puppy","16"
"2","48","Books","Baccus, Apollo & Rosenkatz","To Kill a Mockingbird","18"
"2","48","Books","Baccus, Apollo & Rosenkatz","The Vampire Chronicles","20"
"2","49","Books","Prometheus Publishing","The Outsiders","19"
"2","50","Books","Prometheus Publishing","How to Win Friends and Influence People","18"
"2","50","Appliances","Savvy Machines","sewing machine","96"
"2","51","Appliances","Savvy Machines","convection microwave","49"
"2","52","Appliances","Savvy Machines","dishwasher","48"
